"StoreId","ProductId","StoreName","Address","neighborhood","QuantityAvailable","ProductName","Supplier","ProductCost","SalesId","Date","UnitPrice","Quantity"
10002,178,"T.J. Maxx","0124 Kingsford Hill","Seton Business Park",1,"Cheese - Brie,danish","T.J. Maxx",5.64,29343,"2017-07-23",9.87,98
10002,178,"T.J. Maxx","0124 Kingsford Hill","Seton Business Park",1,"Cheese - Brie,danish","T.J. Maxx",5.64,20403,"2017-01-06",9.87,43
10002,178,"T.J. Maxx","0124 Kingsford Hill","Seton Business Park",1,"Cheese - Brie,danish","T.J. Maxx",5.64,59623,"2019-01-01",9.87,40
10002,178,"T.J. Maxx","0124 Kingsford Hill","Seton Business Park",1,"Cheese - Brie,danish","T.J. Maxx",5.64,64223,"2020-06-28",9.87,59
10002,178,"T.J. Maxx","0124 Kingsford Hill","Seton Business Park",1,"Cheese - Brie,danish","T.J. Maxx",5.64,72655,"2019-03-07",9.87,98
10002,178,"T.J. Maxx","0124 Kingsford Hill","Seton Business Park",1,"Cheese - Brie,danish","T.J. Maxx",5.64,10705,"2018-09-21",9.87,50
10002,206,"T.J. Maxx","308 Forest Run Pass","Seton Business Park",12,"Shortbread - Cookie Crumbs","T.J. Maxx",2.38,25854,"2019-04-17",4.165,34
10002,206,"T.J. Maxx","308 Forest Run Pass","Seton Business Park",12,"Shortbread - Cookie Crumbs","T.J. Maxx",2.38,63775,"2019-11-13",4.165,2
10002,206,"T.J. Maxx","308 Forest Run Pass","Seton Business Park",12,"Shortbread - Cookie Crumbs","T.J. Maxx",2.38,21991,"2019-10-24",4.165,88
10002,206,"T.J. Maxx","308 Forest Run Pass","Seton Business Park",12,"Shortbread - Cookie Crumbs","T.J. Maxx",2.38,83454,"2019-09-29",4.165,31
10002,206,"T.J. Maxx","308 Forest Run Pass","Seton Business Park",12,"Shortbread - Cookie Crumbs","T.J. Maxx",2.38,39474,"2018-02-07",4.165,24
10002,206,"T.J. Maxx","308 Forest Run Pass","Seton Business Park",12,"Shortbread - Cookie Crumbs","T.J. Maxx",2.38,75445,"2018-01-22",4.165,26
10002,234,"T.J. Maxx","494 Artisan Junction","Seton Business Park",2,"Pork Ham Prager","T.J. Maxx",2.62,53668,"2018-12-28",4.585,90
10002,234,"T.J. Maxx","494 Artisan Junction","Seton Business Park",2,"Pork Ham Prager","T.J. Maxx",2.62,21821,"2019-01-12",4.585,41
10002,234,"T.J. Maxx","494 Artisan Junction","Seton Business Park",2,"Pork Ham Prager","T.J. Maxx",2.62,41154,"2020-07-29",4.585,49
10002,234,"T.J. Maxx","494 Artisan Junction","Seton Business Park",2,"Pork Ham Prager","T.J. Maxx",2.62,30809,"2017-07-09",4.585,81
10002,234,"T.J. Maxx","494 Artisan Junction","Seton Business Park",2,"Pork Ham Prager","T.J. Maxx",2.62,60002,"2020-04-22",4.585,96
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,70101,"2018-11-03",1.54,37
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,87747,"2019-09-19",1.54,74
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,55605,"2017-12-23",1.54,61
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,42821,"2018-03-15",1.54,51
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,36597,"2020-07-26",1.54,40
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,18317,"2018-08-09",1.54,57
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,25062,"2017-07-26",1.54,63
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,30692,"2018-09-13",1.54,48
10002,241,"T.J. Maxx","0 Montana Court","Seton Business Park",9,"Tray - 16in Rnd Blk","T.J. Maxx",0.88,80686,"2020-08-05",1.54,46
10002,262,"T.J. Maxx","7905 Eastwood Crossing","Seton Business Park",4,"Beef - Kobe Striploin","T.J. Maxx",0.66,18429,"2020-03-20",1.155,94
10002,262,"T.J. Maxx","7905 Eastwood Crossing","Seton Business Park",4,"Beef - Kobe Striploin","T.J. Maxx",0.66,67246,"2019-01-26",1.155,41
10002,262,"T.J. Maxx","7905 Eastwood Crossing","Seton Business Park",4,"Beef - Kobe Striploin","T.J. Maxx",0.66,72319,"2019-09-05",1.155,13
10002,278,"T.J. Maxx","2613 Shoshone Drive","Seton Business Park",1,"Flower - Commercial Bronze","T.J. Maxx",0.43,31925,"2019-12-28",0.7525,31
10002,278,"T.J. Maxx","2613 Shoshone Drive","Seton Business Park",1,"Flower - Commercial Bronze","T.J. Maxx",0.43,79583,"2019-05-01",0.7525,38
10002,278,"T.J. Maxx","2613 Shoshone Drive","Seton Business Park",1,"Flower - Commercial Bronze","T.J. Maxx",0.43,85225,"2017-09-17",0.7525,70
10002,278,"T.J. Maxx","2613 Shoshone Drive","Seton Business Park",1,"Flower - Commercial Bronze","T.J. Maxx",0.43,17291,"2018-03-05",0.7525,41
10002,278,"T.J. Maxx","2613 Shoshone Drive","Seton Business Park",1,"Flower - Commercial Bronze","T.J. Maxx",0.43,10226,"2019-08-15",0.7525,92
10002,278,"T.J. Maxx","2613 Shoshone Drive","Seton Business Park",1,"Flower - Commercial Bronze","T.J. Maxx",0.43,60285,"2019-07-02",0.7525,28
10002,278,"T.J. Maxx","2613 Shoshone Drive","Seton Business Park",1,"Flower - Commercial Bronze","T.J. Maxx",0.43,53860,"2019-08-23",0.7525,89
10002,287,"T.J. Maxx","31187 Maywood Trail","Seton Business Park",11,"Veal - Bones","T.J. Maxx",0.11,23194,"2018-11-21",0.1925,93
10002,287,"T.J. Maxx","31187 Maywood Trail","Seton Business Park",11,"Veal - Bones","T.J. Maxx",0.11,88058,"2019-07-06",0.1925,5
10002,287,"T.J. Maxx","31187 Maywood Trail","Seton Business Park",11,"Veal - Bones","T.J. Maxx",0.11,16200,"2018-07-18",0.1925,87
10002,287,"T.J. Maxx","31187 Maywood Trail","Seton Business Park",11,"Veal - Bones","T.J. Maxx",0.11,80430,"2019-12-06",0.1925,14
10002,287,"T.J. Maxx","31187 Maywood Trail","Seton Business Park",11,"Veal - Bones","T.J. Maxx",0.11,12768,"2020-04-14",0.1925,11
10002,287,"T.J. Maxx","31187 Maywood Trail","Seton Business Park",11,"Veal - Bones","T.J. Maxx",0.11,66889,"2019-05-09",0.1925,34
10002,322,"T.J. Maxx","36 Main Pass","Seton Business Park",11,"Sauce - Sesame Thai Dressing","T.J. Maxx",2.37,11161,"2017-07-31",4.1475,3
10002,322,"T.J. Maxx","36 Main Pass","Seton Business Park",11,"Sauce - Sesame Thai Dressing","T.J. Maxx",2.37,10325,"2019-02-13",4.1475,94
10002,322,"T.J. Maxx","36 Main Pass","Seton Business Park",11,"Sauce - Sesame Thai Dressing","T.J. Maxx",2.37,50049,"2018-11-27",4.1475,25
10002,324,"T.J. Maxx","7480 Main Drive","Seton Business Park",6,"Eggplant Oriental","T.J. Maxx",0.32,42794,"2017-09-21",0.56,78
10002,324,"T.J. Maxx","7480 Main Drive","Seton Business Park",6,"Eggplant Oriental","T.J. Maxx",0.32,74218,"2018-02-24",0.56,50
10002,324,"T.J. Maxx","7480 Main Drive","Seton Business Park",6,"Eggplant Oriental","T.J. Maxx",0.32,81963,"2019-09-03",0.56,26
10002,324,"T.J. Maxx","7480 Main Drive","Seton Business Park",6,"Eggplant Oriental","T.J. Maxx",0.32,65619,"2019-05-25",0.56,60
10002,324,"T.J. Maxx","7480 Main Drive","Seton Business Park",6,"Eggplant Oriental","T.J. Maxx",0.32,53102,"2018-11-21",0.56,47
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,28268,"2019-08-29",1.5225,77
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,35331,"2017-05-12",1.5225,34
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,25679,"2020-11-12",1.5225,37
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,17330,"2020-04-22",1.5225,77
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,62672,"2017-06-06",1.5225,13
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,72630,"2019-11-11",1.5225,5
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,61856,"2020-05-27",1.5225,68
10002,361,"T.J. Maxx","7908 Lukken Hill","Seton Business Park",8,"Wine - Shiraz Wolf Blass Premium","T.J. Maxx",0.87,75413,"2019-08-23",1.5225,72
10002,388,"T.J. Maxx","0 North Place","Seton Business Park",1,"Chutney Sauce","T.J. Maxx",2.72,26317,"2017-12-27",4.76,42
10002,388,"T.J. Maxx","0 North Place","Seton Business Park",1,"Chutney Sauce","T.J. Maxx",2.72,12429,"2017-08-13",4.76,84
10002,388,"T.J. Maxx","0 North Place","Seton Business Park",1,"Chutney Sauce","T.J. Maxx",2.72,51653,"2019-12-12",4.76,21
10002,388,"T.J. Maxx","0 North Place","Seton Business Park",1,"Chutney Sauce","T.J. Maxx",2.72,20685,"2017-01-28",4.76,4
10002,388,"T.J. Maxx","0 North Place","Seton Business Park",1,"Chutney Sauce","T.J. Maxx",2.72,64873,"2020-02-01",4.76,62
10002,388,"T.J. Maxx","0 North Place","Seton Business Park",1,"Chutney Sauce","T.J. Maxx",2.72,28355,"2018-04-23",4.76,61
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,27934,"2018-11-06",0.2975,26
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,73629,"2017-12-30",0.2975,72
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,29232,"2017-11-16",0.2975,16
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,72029,"2020-10-21",0.2975,29
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,50962,"2020-01-14",0.2975,50
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,52078,"2020-12-21",0.2975,92
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,24532,"2017-01-04",0.2975,35
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,50603,"2017-08-12",0.2975,78
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,24007,"2018-03-04",0.2975,19
10002,389,"T.J. Maxx","9152 Fremont Alley","Seton Business Park",12,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,61041,"2020-06-15",0.2975,29
10002,427,"T.J. Maxx","9 Morningstar Crossing","Seton Business Park",8,"Eggplant Oriental","T.J. Maxx",2.33,64043,"2017-06-11",4.0775,15
10002,427,"T.J. Maxx","9 Morningstar Crossing","Seton Business Park",8,"Eggplant Oriental","T.J. Maxx",2.33,12759,"2019-08-10",4.0775,27
10002,427,"T.J. Maxx","9 Morningstar Crossing","Seton Business Park",8,"Eggplant Oriental","T.J. Maxx",2.33,18363,"2020-09-26",4.0775,12
10002,427,"T.J. Maxx","9 Morningstar Crossing","Seton Business Park",8,"Eggplant Oriental","T.J. Maxx",2.33,62061,"2017-05-28",4.0775,18
10002,427,"T.J. Maxx","9 Morningstar Crossing","Seton Business Park",8,"Eggplant Oriental","T.J. Maxx",2.33,41378,"2019-05-23",4.0775,41
10002,427,"T.J. Maxx","9 Morningstar Crossing","Seton Business Park",8,"Eggplant Oriental","T.J. Maxx",2.33,75831,"2017-11-06",4.0775,84
10002,427,"T.J. Maxx","9 Morningstar Crossing","Seton Business Park",8,"Eggplant Oriental","T.J. Maxx",2.33,32870,"2018-02-01",4.0775,34
10002,445,"T.J. Maxx","69567 Loomis Plaza","Seton Business Park",3,"Nut - Hazelnut, Ground, Natural","T.J. Maxx",4.06,83153,"2019-07-05",7.105,76
10002,445,"T.J. Maxx","69567 Loomis Plaza","Seton Business Park",3,"Nut - Hazelnut, Ground, Natural","T.J. Maxx",4.06,68854,"2020-05-15",7.105,17
10002,445,"T.J. Maxx","69567 Loomis Plaza","Seton Business Park",3,"Nut - Hazelnut, Ground, Natural","T.J. Maxx",4.06,39324,"2019-11-26",7.105,48
10002,445,"T.J. Maxx","69567 Loomis Plaza","Seton Business Park",3,"Nut - Hazelnut, Ground, Natural","T.J. Maxx",4.06,43456,"2020-11-28",7.105,9
10002,445,"T.J. Maxx","69567 Loomis Plaza","Seton Business Park",3,"Nut - Hazelnut, Ground, Natural","T.J. Maxx",4.06,88399,"2017-12-16",7.105,33
10002,445,"T.J. Maxx","69567 Loomis Plaza","Seton Business Park",3,"Nut - Hazelnut, Ground, Natural","T.J. Maxx",4.06,54289,"2020-01-21",7.105,62
10002,445,"T.J. Maxx","69567 Loomis Plaza","Seton Business Park",3,"Nut - Hazelnut, Ground, Natural","T.J. Maxx",4.06,30134,"2019-04-15",7.105,10
10002,474,"T.J. Maxx","1 Schmedeman Crossing","Seton Business Park",2,"Cheese - Cheddar, Old White","T.J. Maxx",0.19,34934,"2018-04-25",0.3325,63
10002,474,"T.J. Maxx","1 Schmedeman Crossing","Seton Business Park",2,"Cheese - Cheddar, Old White","T.J. Maxx",0.19,19079,"2019-01-07",0.3325,67
10002,474,"T.J. Maxx","1 Schmedeman Crossing","Seton Business Park",2,"Cheese - Cheddar, Old White","T.J. Maxx",0.19,84942,"2020-01-13",0.3325,9
10002,474,"T.J. Maxx","1 Schmedeman Crossing","Seton Business Park",2,"Cheese - Cheddar, Old White","T.J. Maxx",0.19,55564,"2018-01-10",0.3325,17
10002,514,"T.J. Maxx","6 Stang Circle","Seton Business Park",10,"Canada Dry","T.J. Maxx",0.77,80608,"2018-05-24",1.3475,16
10002,514,"T.J. Maxx","6 Stang Circle","Seton Business Park",10,"Canada Dry","T.J. Maxx",0.77,83274,"2020-10-12",1.3475,11
10002,514,"T.J. Maxx","6 Stang Circle","Seton Business Park",10,"Canada Dry","T.J. Maxx",0.77,39320,"2020-08-11",1.3475,44
10002,514,"T.J. Maxx","6 Stang Circle","Seton Business Park",10,"Canada Dry","T.J. Maxx",0.77,76652,"2018-06-16",1.3475,92
10002,514,"T.J. Maxx","6 Stang Circle","Seton Business Park",10,"Canada Dry","T.J. Maxx",0.77,25967,"2020-04-14",1.3475,97
10002,514,"T.J. Maxx","6 Stang Circle","Seton Business Park",10,"Canada Dry","T.J. Maxx",0.77,40849,"2017-02-05",1.3475,25
10002,553,"T.J. Maxx","0385 Rockefeller Plaza","Seton Business Park",9,"Fruit Mix - Light","T.J. Maxx",0.6,21199,"2017-04-04",1.05,63
10002,553,"T.J. Maxx","0385 Rockefeller Plaza","Seton Business Park",9,"Fruit Mix - Light","T.J. Maxx",0.6,82925,"2019-11-05",1.05,9
10002,553,"T.J. Maxx","0385 Rockefeller Plaza","Seton Business Park",9,"Fruit Mix - Light","T.J. Maxx",0.6,82340,"2020-02-03",1.05,5
10002,553,"T.J. Maxx","0385 Rockefeller Plaza","Seton Business Park",9,"Fruit Mix - Light","T.J. Maxx",0.6,37552,"2017-04-28",1.05,83
10002,553,"T.J. Maxx","0385 Rockefeller Plaza","Seton Business Park",9,"Fruit Mix - Light","T.J. Maxx",0.6,43039,"2020-01-04",1.05,66
10002,553,"T.J. Maxx","0385 Rockefeller Plaza","Seton Business Park",9,"Fruit Mix - Light","T.J. Maxx",0.6,68865,"2020-06-05",1.05,6
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,88175,"2017-07-02",4.41,42
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,62625,"2017-02-11",4.41,87
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,15070,"2020-07-26",4.41,99
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,33600,"2017-06-25",4.41,78
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,75129,"2017-03-13",4.41,54
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,28228,"2019-09-12",4.41,64
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,40586,"2018-06-30",4.41,80
10002,570,"T.J. Maxx","3 Hollow Ridge Court","Seton Business Park",6,"Sauce - Gravy, Au Jus, Mix","T.J. Maxx",2.52,29864,"2018-02-06",4.41,54
10002,647,"T.J. Maxx","791 Corben Lane","Seton Business Park",10,"Vanilla Beans","T.J. Maxx",0.12,33754,"2018-10-10",0.21,55
10002,647,"T.J. Maxx","791 Corben Lane","Seton Business Park",10,"Vanilla Beans","T.J. Maxx",0.12,77073,"2017-10-21",0.21,77
10002,647,"T.J. Maxx","791 Corben Lane","Seton Business Park",10,"Vanilla Beans","T.J. Maxx",0.12,69526,"2019-05-05",0.21,89
10002,647,"T.J. Maxx","791 Corben Lane","Seton Business Park",10,"Vanilla Beans","T.J. Maxx",0.12,84309,"2017-04-08",0.21,97
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,66267,"2017-04-12",0.875,75
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,15527,"2017-02-25",0.875,24
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,72265,"2018-09-08",0.875,99
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,18483,"2017-04-22",0.875,99
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,53049,"2019-02-23",0.875,94
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,77315,"2017-11-28",0.875,56
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,29143,"2018-05-15",0.875,69
10002,689,"T.J. Maxx","040 Dexter Street","Seton Business Park",6,"Kahlua","T.J. Maxx",0.5,59775,"2020-11-20",0.875,57
10002,716,"T.J. Maxx","002 Karstens Crossing","Seton Business Park",1,"Squash - Butternut","T.J. Maxx",4.82,54148,"2017-10-08",8.435,51
10002,716,"T.J. Maxx","002 Karstens Crossing","Seton Business Park",1,"Squash - Butternut","T.J. Maxx",4.82,42922,"2017-12-23",8.435,16
10002,716,"T.J. Maxx","002 Karstens Crossing","Seton Business Park",1,"Squash - Butternut","T.J. Maxx",4.82,56269,"2018-11-29",8.435,37
10002,716,"T.J. Maxx","002 Karstens Crossing","Seton Business Park",1,"Squash - Butternut","T.J. Maxx",4.82,16237,"2017-06-14",8.435,48
10002,760,"T.J. Maxx","82 Warbler Circle","Seton Business Park",12,"Pork - Bacon, Sliced","T.J. Maxx",2.58,26072,"2019-06-03",4.515,69
10002,760,"T.J. Maxx","82 Warbler Circle","Seton Business Park",12,"Pork - Bacon, Sliced","T.J. Maxx",2.58,23815,"2017-12-21",4.515,49
10002,760,"T.J. Maxx","82 Warbler Circle","Seton Business Park",12,"Pork - Bacon, Sliced","T.J. Maxx",2.58,86977,"2020-05-19",4.515,10
10002,760,"T.J. Maxx","82 Warbler Circle","Seton Business Park",12,"Pork - Bacon, Sliced","T.J. Maxx",2.58,70442,"2020-06-03",4.515,12
10002,760,"T.J. Maxx","82 Warbler Circle","Seton Business Park",12,"Pork - Bacon, Sliced","T.J. Maxx",2.58,61119,"2018-04-19",4.515,95
10002,760,"T.J. Maxx","82 Warbler Circle","Seton Business Park",12,"Pork - Bacon, Sliced","T.J. Maxx",2.58,33306,"2018-02-25",4.515,74
10002,784,"T.J. Maxx","6 Shelley Parkway","Seton Business Park",3,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,10247,"2017-11-16",0.2975,5
10002,784,"T.J. Maxx","6 Shelley Parkway","Seton Business Park",3,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,17527,"2017-07-11",0.2975,59
10002,784,"T.J. Maxx","6 Shelley Parkway","Seton Business Park",3,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,19598,"2018-03-04",0.2975,78
10002,784,"T.J. Maxx","6 Shelley Parkway","Seton Business Park",3,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,53528,"2019-05-07",0.2975,42
10002,784,"T.J. Maxx","6 Shelley Parkway","Seton Business Park",3,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,82768,"2019-02-17",0.2975,19
10002,784,"T.J. Maxx","6 Shelley Parkway","Seton Business Park",3,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,25331,"2018-11-18",0.2975,36
10002,784,"T.J. Maxx","6 Shelley Parkway","Seton Business Park",3,"Squash - Pattypan, Yellow","T.J. Maxx",0.17,39500,"2019-07-05",0.2975,73
10002,79,"T.J. Maxx","4591 Crownhardt Place","Seton Business Park",9,"Spice - Pepper Portions","T.J. Maxx",2.1,52033,"2018-02-02",3.675,93
10002,79,"T.J. Maxx","4591 Crownhardt Place","Seton Business Park",9,"Spice - Pepper Portions","T.J. Maxx",2.1,27474,"2019-05-23",3.675,75
10002,79,"T.J. Maxx","4591 Crownhardt Place","Seton Business Park",9,"Spice - Pepper Portions","T.J. Maxx",2.1,16478,"2019-04-17",3.675,15
10002,79,"T.J. Maxx","4591 Crownhardt Place","Seton Business Park",9,"Spice - Pepper Portions","T.J. Maxx",2.1,88625,"2020-01-24",3.675,82
10002,79,"T.J. Maxx","4591 Crownhardt Place","Seton Business Park",9,"Spice - Pepper Portions","T.J. Maxx",2.1,46250,"2018-04-28",3.675,99
10002,79,"T.J. Maxx","4591 Crownhardt Place","Seton Business Park",9,"Spice - Pepper Portions","T.J. Maxx",2.1,15356,"2017-11-23",3.675,37
10002,79,"T.J. Maxx","4591 Crownhardt Place","Seton Business Park",9,"Spice - Pepper Portions","T.J. Maxx",2.1,82360,"2020-03-18",3.675,82
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,11736,"2019-08-22",6.475,31
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,88650,"2018-09-22",6.475,1
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,54926,"2020-02-06",6.475,89
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,60110,"2019-01-24",6.475,2
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,23870,"2018-04-03",6.475,30
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,88857,"2020-07-13",6.475,43
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,45035,"2020-05-03",6.475,25
10002,820,"T.J. Maxx","926 La Follette Parkway","Seton Business Park",8,"Beef - Rib Roast, Capless","T.J. Maxx",3.7,32323,"2019-12-03",6.475,86
10002,826,"T.J. Maxx","330 Ludington Junction","Seton Business Park",9,"Towel Dispenser","T.J. Maxx",3.61,54235,"2019-01-08",6.3175,49
10002,826,"T.J. Maxx","330 Ludington Junction","Seton Business Park",9,"Towel Dispenser","T.J. Maxx",3.61,35520,"2017-06-05",6.3175,57
10002,826,"T.J. Maxx","330 Ludington Junction","Seton Business Park",9,"Towel Dispenser","T.J. Maxx",3.61,72990,"2018-01-16",6.3175,48
10002,826,"T.J. Maxx","330 Ludington Junction","Seton Business Park",9,"Towel Dispenser","T.J. Maxx",3.61,11382,"2020-08-21",6.3175,70
10002,826,"T.J. Maxx","330 Ludington Junction","Seton Business Park",9,"Towel Dispenser","T.J. Maxx",3.61,83307,"2020-10-31",6.3175,47
